Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location,price
Grab This 1400 Sq Ft Flat Up For Sale In Chattogram DOHS,3.0,3.0,6,vacant,1400.0,chattogram,"৳7,000,000","Chattogram DOHS, Bayazid",7000000.0
A Convenient 1650 Sq Ft Residential Flat Is Prepared To Be Sold At Sarai Para,3.0,3.0,7,vacant,1650.0,chattogram,"৳6,600,000","12 No. Sarai Para Ward, Double Mooring",6600000.0
Modern 1150 Sq Ft Flat Is Up For Sale In Sarai Para,2.0,2.0,2,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring",4600000.0
Suitable Shop In Chandargaon Is For sale,,,1,vacant,175.0,chattogram,"৳3,500,000","Mohara, 4 No Chandgaon Ward",3500000.0
A Decent 1150 Sq.Ft Residential Apartment For Sale At Pahartali,2.0,2.0,5,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring",4600000.0
A Well Defined Flat Of 1150 Sq Ft In Pahartali Is Available For Sale,2.0,2.0,5,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring",4600000.0
A Delightful Apartment Of 1150 Sq Ft Is Ready To Sale In A Great Location Of Pahartali.,2.0,2.0,6,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring",4600000.0
A 2 Bedroom Residential Apartment For Sale At Pahartali,2.0,2.0,6,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring",4600000.0
1050 Sq.ft Flat For Sale At Pahartali,2.0,2.0,1,vacant,1050.0,chattogram,"৳4,200,000","12 No. Sarai Para Ward, Double Mooring",4200000.0
A Large 1150 Sq.Ft Flat Is Up For Sale At Pahartali Very Close To Janata Bank Limited,2.0,2.0,1,vacant,1150.0,chattogram,"৳4,600,000","12 No. Sarai Para Ward, Double Mooring",4600000.0
Shop for Sale in Chandgaon nearby EBL,,,,vacant,129.0,chattogram,"৳2,580,000","Mohara, 4 No Chandgaon Ward",2580000.0
In Terry Bazar A 200 Square Feet Shop Is Ready And Vacant For Sale.,,,5,vacant,200.0,chattogram,"৳4,600,000","Dewan Bazar, Bakalia",4600000.0
View This 200 Sq Ft Shop For Sale At Bakalia,,,3,vacant,200.0,chattogram,"৳4,600,000","Dewan Bazar, Bakalia",4600000.0
Buy This Cozy 200 Sq Ft Shop At Bakalia,,,3,vacant,200.0,chattogram,"৳4,600,000","Dewan Bazar, Bakalia",4600000.0
Bakalia Is Offering You A 200 Sq Ft Shop For Sale,,,3,vacant,200.0,chattogram,"৳4,600,000","Dewan Bazar, Bakalia",4600000.0
This 1744 Sq Ft Apartment With A Friendly Neighborhood Is Ready For Sale In 4 No Chandgaon Ward,3.0,3.0,7,vacant,1744.0,chattogram,"৳12,000,000","Chand Mia Road, 4 No Chandgaon Ward",12000000.0
"An Apartment Is Ready For Sale At Nasirabad Properties Residential Area, Near Ncc Bank Limited.",3.0,4.0,2,vacant,2060.0,chattogram,"৳11,500,000","Nasirabad Properties Residential Area, Khulshi",11500000.0
This 1400 Sq Ft Commercial Space Is Ready For Sale At 32 No. Andarkilla Ward,,,4,vacant,1400.0,chattogram,"৳8,400,000",32 No. Andarkilla Ward,8400000.0
Buy This 900 Sq Ft Commercial Space In 32 No. Andarkilla Ward,,,4,vacant,900.0,chattogram,"৳5,400,000",32 No. Andarkilla Ward,5400000.0
"Visit And Buy This 1250 Sq Ft Flat In Double Mooring, 28 No. Pathantooly Ward",3.0,3.0,3,vacant,1250.0,chattogram,"৳6,950,000","28 No. Pathantooly Ward, Double Mooring",6950000.0
A Well-constructed 1530 Sq Ft Flat Is For Sale In Mehidibag,3.0,3.0,6,vacant,1530.0,chattogram,"৳12,300,000","Mehidibag, 15 No. Bagmoniram Ward",12300000.0
This 1847 Sq Ft Apartment With A Peaceful Environment Is Ready For Sale In Muradpur,3.0,3.0,5,vacant,1847.0,chattogram,"৳12,000,000","CDA Avenue, Muradpur",12000000.0
This 1500 Sq Ft Flat For Sale In Chadra Nagar Which Can Be Your Next Destination,3.0,3.0,1,vacant,1500.0,chattogram,"৳8,500,000","Chadra Nagar, Bayazid",8500000.0
A Well Defined Commercial Office Of 1950 Sq Ft In South Kattali Is Available For Sale,,,2,vacant,1950.0,chattogram,"৳14,625,000","Port Connecting Road, 11 No. South Kattali Ward",14625000.0
Seal The Deal Of Buying This 1300 Sq Ft Flat In Jamal Khan,3.0,3.0,1,vacant,1300.0,chattogram,"৳10,000,000","Ashkar Dighir Par, Jamal Khan",10000000.0
"1330 Sq Ft Apartment To Sale In Jamal Khan, Ashkar Dighir Par",3.0,3.0,1,vacant,1330.0,chattogram,"৳10,000,000","Ashkar Dighir Par, Jamal Khan",10000000.0
"2 Katha Plot Is Ready Up For Sale In 4 No Chandgaon Ward, Shamsher Para",,,,vacant,1440.0,chattogram,"৳8,000,000","Shamsher Para, 4 No Chandgaon Ward",8000000.0
3 Katha Residential Plot Is Ready For Sale In 4 No Chandgaon Ward,,,,vacant,2160.0,chattogram,"৳18,000,000","Shamsher Para, 4 No Chandgaon Ward",18000000.0
At 12 No. Sarai Para Ward A 1510 Square Feet Residential Apartment For Sale .,3.0,3.0,3,vacant,1510.0,chattogram,"৳5,285,000","12 No. Sarai Para Ward, Double Mooring",5285000.0
1410 Sq Ft Ready Apartment Is Up For Sale In East Nasirabad,3.0,3.0,1,vacant,1410.0,chattogram,"৳8,000,000","Govt Girls High School Road, East Nasirabad",8000000.0
Buy This 1460 Sq Ft Flat For Sale In Bayazid,3.0,3.0,1,vacant,1460.0,chattogram,"৳7,000,000","Green Valley, Bayazid",7000000.0
In An Urban Location This 4 Bedroom Home Is Vacant For Sale In Hill View R/A-Block A.,4.0,4.0,4,vacant,2500.0,chattogram,"৳12,200,000","Hill View R/A, Bayazid",12200000.0
In Korbanganj A Shop Is Up For Sale Near Korbanganj Jame Masjid,,,1,vacant,84.0,chattogram,"৳1,250,000","Korbanigonj, Kotwali",1250000.0
At Terry Bazar This 200 Square Feet Commercial Shop For Sale,,,2,vacant,200.0,chattogram,"৳4,800,000","Dewan Bazar, Bakalia",4800000.0
Bakalia Is Giving You A 200 Sq Ft Shop For Sale,,,2,vacant,200.0,chattogram,"৳4,800,000","Dewan Bazar, Bakalia",4800000.0
240 Square Feet Commercial Shop For Sale At Terry Bazar.,,,2,vacant,240.0,chattogram,"৳5,760,000","Dewan Bazar, Bakalia",5760000.0
Buy This 240 Sq Ft Shop At Bakalia,,,2,vacant,240.0,chattogram,"৳5,760,000","Dewan Bazar, Bakalia",5760000.0
Check Out This 200 Sq Ft Shop Ready To Sale At Bakalia,,,1,vacant,200.0,chattogram,"৳5,000,000","Dewan Bazar, Bakalia",5000000.0
A Convenient 1000 Sq Ft Residential Flat Is Prepared To Be Sold At South Bakalia,3.0,3.0,4,vacant,1000.0,chattogram,"৳5,000,000","19 No. South Bakalia Ward, Bakalia",5000000.0
In Chandgaon Nearby Chattogram International Medical College &amp; Hospital A 120 Sq.Ft Shop Is Ready And Vacant For Sale.,,,1,vacant,120.0,chattogram,"৳2,160,000","Chand Mia Road, 4 No Chandgaon Ward",2160000.0
Acquire This 130 Sq.Ft Shop Which Is Up For Sale In Chandgaon Near Chattogram International Medical College &amp; Hospital,,,1,vacant,130.0,chattogram,"৳2,340,000","Chand Mia Road, 4 No Chandgaon Ward",2340000.0
In The Location Of No West Bakalia An Excellent Flat Of 1300 Sq Ft Is Waiting For Sale,3.0,3.0,1,vacant,1300.0,chattogram,"৳8,000,000","17 No West Bakalia Ward, Bakalia",8000000.0
1435 Square Feet-3 Bedroom Apartment For Sales At Bakalia Close To Moor Ali Baper Jame Masjid,3.0,3.0,6,vacant,1435.0,chattogram,"৳5,740,000","18 No. East Bakalia Ward, Bakalia",5740000.0
In The Beautiful Neighborhood In Kalamia Bazar A 1335 Sq.Ft Flat Is Up For Sale,3.0,3.0,6,vacant,1335.0,chattogram,"৳5,340,000","18 No. East Bakalia Ward, Bakalia",5340000.0
1570 Sq.ft Apartment Ready For Sales At Kalamia Bazar Near Ajijia Islamia Jameh Mosjid,3.0,3.0,2,vacant,1570.0,chattogram,"৳6,280,000","18 No. East Bakalia Ward, Bakalia",6280000.0
"Come To Visit This Shop In Chandgaon Ward, That Is Available For Sale",,,1,vacant,159.0,chattogram,"৳2,862,000","Chand Mia Road, 4 No Chandgaon Ward",2862000.0
Flat For Sale Covering A Beautiful Area In Chand Mia Road Nearby Chattagram International Medical College &amp; Hospital,3.0,3.0,6,vacant,1625.0,chattogram,"৳7,512,500","Chand Mia Road, 4 No Chandgaon Ward",7512500.0
"At Bayazid, Flat For Sale Close To Bayazid Thana",3.0,3.0,1F,vacant,1313.0,chattogram,"৳6,500,000","Chadra Nagar, Bayazid",6500000.0
View This 1422 Sq Ft Apartment To Sale In Bakalia,3.0,3.0,9,vacant,1422.0,chattogram,"৳9,811,800","Dewan Bazar, Bakalia",9811800.0
Checkout This 1433 Sq Ft Apartment For Sale In Bakalia,3.0,3.0,2,vacant,1433.0,chattogram,"৳9,887,700","Dewan Bazar, Bakalia",9887700.0
Buy This 1440 Sq Ft Apartment In Bakalia,3.0,3.0,2,vacant,1440.0,chattogram,"৳9,936,000","Dewan Bazar, Bakalia",9936000.0
"1510 Sq Ft Apartment For Sale In Bakalia, Dewan Bazar",3.0,4.0,1,vacant,1510.0,chattogram,"৳10,419,000","Dewan Bazar, Bakalia",10419000.0
"Buy This 1500 Sq Ft Flat In 15 No. Bagmoniram Ward, Bayazid Bostami Road",3.0,3.0,8,vacant,1500.0,chattogram,"৳12,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward",12000000.0
1644 Sq Ft Ready Apartment Is Available For Sale At Sholokbahar,3.0,3.0,2,vacant,1644.0,chattogram,"৳9,864,000","Al-Madani Road, Sholokbahar",9864000.0
"We Bring You A Nice Residence Of 1800 Sq Ft, For Sale In Bagmoniram Ward",3.0,4.0,3,vacant,1800.0,chattogram,"৳13,000,000","Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward",13000000.0
A 1700 Sq Ft Well Fitted Residential Property Is On Sale In Chandgaon R/a,3.0,3.0,8,vacant,1700.0,chattogram,"৳8,000,000","Chandgaon Residential Area, 4 No Chandgaon Ward",8000000.0
An Affordable 1050 Sq Ft Flat Is Ready For Sale At Chawk Bazaar Ward,2.0,2.0,14,vacant,1050.0,chattogram,"৳6,000,000","Chawk Bazar, 16 No. Chawk Bazaar Ward",6000000.0
Deal With This 1760 Sq Ft Ready Apartment Up For Sale In Muradpur,3.0,4.0,3,vacant,1760.0,chattogram,"৳13,120,000","Nasirabad Housing Society, Muradpur",13120000.0
900 Sq Ft Flat With 2 Bedrooms Is For sale At Bayazid,2.0,2.0,7,vacant,900.0,chattogram,"৳5,000,000","Bangladesh Co-operative Housing Society, Bayazid",5000000.0
"Buy This 1800 Sq Ft Flat In Panchlaish, Sugandha Residential Area",3.0,3.0,6,vacant,1800.0,chattogram,"৳15,824,000","Sugandha Residential Area, Panchlaish",15824000.0
1012 Sq Ft Flat Is Available For Sale In 11 No. South Kattali Ward,3.0,3.0,3,vacant,1012.0,chattogram,"৳4,400,000","Port Connecting Road, 11 No. South Kattali Ward",4400000.0
"At Sholokbahar, A 1200 Sq Ft Well Fitted Residential Property Is For Sale Next To Doctors Hospital.",3.0,3.0,1,vacant,1200.0,chattogram,"৳6,000,000","Abdul Hamid Road, Sholokbahar",6000000.0
"Buy This 1720 Sq Ft Ready Apartment In Sholokbahar, Abdul Hamid Road",3.0,3.0,1,vacant,1720.0,chattogram,"৳7,880,000","Abdul Hamid Road, Sholokbahar",7880000.0
A Newly Constructed Apartment In Lal Khan Bazaar Is Available For Sale Which Is 1275 Sq Ft,3.0,3.0,3,vacant,1275.0,chattogram,"৳7,393,750","Hill Side Residential Area, Lal Khan Bazaar",7393750.0
A well-constructed 978 SQ FT flat is ready to sale in North Kattali,2.0,2.0,3,vacant,978.0,chattogram,"৳5,500,000","Colonel Hat, 10 No. North Kattali Ward",5500000.0
Buy This 1545 Sq Ft Flat In 9 No. North Pahartali Ward,3.0,3.0,8,vacant,1545.0,chattogram,"৳7,725,000","West Khulshi R/A, 9 No. North Pahartali Ward",7725000.0
Nice 1739 Sq Ft Apartment Is Available For Sale In West Khulshi R/a,3.0,3.0,3,vacant,1739.0,chattogram,"৳8,695,000","West Khulshi R/A, 9 No. North Pahartali Ward",8695000.0
Strongly Constructed 1175 Sq Ft Home Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,3,vacant,1175.0,chattogram,"৳5,875,000","West Khulshi R/A, 9 No. North Pahartali Ward",5875000.0
Offering You 1175 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,4,vacant,1175.0,chattogram,"৳5,875,000","West Khulshi R/A, 9 No. North Pahartali Ward",5875000.0
1336 Sq Ft Serene Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,4,vacant,1336.0,chattogram,"৳8,000,000","West Khulshi R/A, 9 No. North Pahartali Ward",8000000.0
2000 SQ FT flat is now Vacant for sale in 15 No. Bagmoniram Ward,3.0,3.0,1,vacant,2000.0,chattogram,"৳16,000,000","Amirbag Residential Area, 15 No. Bagmoniram Ward",16000000.0
An Affordable 3 Bedroom Apartment Is Up For sell In West Khulshi R/A.,3.0,3.0,1,vacant,1593.0,chattogram,"৳7,646,400","West Khulshi R/A, 9 No. North Pahartali Ward",7646400.0
We Have A 1699 Sq.Ft Flat For Sale In West Khulshi R/A .,3.0,3.0,1,vacant,1699.0,chattogram,"৳8,155,200","West Khulshi R/A, 9 No. North Pahartali Ward",8155200.0
Apartment For Sale In Zakir Hossain Road Nearby Chattogram Diabetic General Hospital,3.0,3.0,4,vacant,1420.0,chattogram,"৳7,810,000","West Khulshi, 9 No. North Pahartali Ward",7810000.0
Welcome You To The Apartment Place In Kotwali That Is Ready For Sale,3.0,3.0,5,vacant,1350.0,chattogram,"৳6,700,000","Patharghata, Kotwali",6700000.0
1801 SQ FT flat is now for sale which is in East Nasirabad,3.0,3.0,1,vacant,1801.0,chattogram,"৳14,817,700","C & B Colony, East Nasirabad",14817700.0
Find Your Place In A 1390 Sq Ft Structurally Well Built Home For Sale In Panchlaish,3.0,3.0,3,vacant,1390.0,chattogram,"৳11,000,000","Katalgonj, Panchlaish",11000000.0
A 2 Bedrooms Residential Apartment For Sale At Bayazid Bostami Road .,2.0,2.0,4,vacant,1000.0,chattogram,"৳8,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward",8000000.0
At Bayazid Bostami Road A 1000 Square Ft. Residential Apartment For Sale .,2.0,2.0,3,vacant,1000.0,chattogram,"৳8,000,000","Bayazid Bostami Road, 15 No. Bagmoniram Ward",8000000.0
This Very New Nice Flat Of 1250 Sq Ft Is Up For Sale In Double Mooring,3.0,3.0,5,vacant,1250.0,chattogram,"৳6,950,000","28 No. Pathantooly Ward, Double Mooring",6950000.0
Set Up Your New Office In The Location Of Bahaddarhat Nearby Agrani Bank Limited For Sale.,,,4,vacant,444.0,chattogram,"৳11,988,000","CDA Avenue, Sholokbahar",11988000.0
See This Office Space Of 150 Sq.Ft Is For Sale Located In Chandgaon Near Bahaddarhat Jame Mosque.,,,4,vacant,150.0,chattogram,"৳3,700,000","CDA Avenue, Sholokbahar",3700000.0
A Shop Is Up For Sale In Chandgaon Near Bahaddarhat Kacha Bazar,,,5,vacant,130.0,chattogram,"৳3,380,000","CDA Avenue, Sholokbahar",3380000.0
Acquire This Shop Which Is Up For Sale In Chandgaon Near Hoque Super Market,,,5,vacant,175.0,chattogram,"৳4,550,000","CDA Avenue, Sholokbahar",4550000.0
135 Square Feet Commercial Shop Is Ready For Sale At South Khulshi,,,4,vacant,135.0,chattogram,"৳6,000,000","South Khulshi, Khulshi",6000000.0
"Well Developed And Nicely Planned 1225 Sq Ft Flat Is Up For Sale In Chatogram, Near National Hospital Pvt. Ltd.",3.0,3.0,7,vacant,1225.0,chattogram,"৳9,500,000","Nasirabad, 15 No. Bagmoniram Ward",9500000.0
125 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,3,vacant,125.0,chattogram,"৳4,375,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4375000.0
110 Sq Feet Shop Area Is Up For Sale In 9 No. North Pahartali Ward,,,3,vacant,110.0,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3850000.0
"3 Bedroom Residential Apartment Is Up For Sale In 25 No. Rampur Ward, Double Mooring",3.0,3.0,1,vacant,1550.0,chattogram,"৳7,750,000","25 No. Rampur Ward, Double Mooring",7750000.0
Buy This 120 Sq Ft Shop In 9 No. North Pahartali Ward,,,3,vacant,120.0,chattogram,"৳4,200,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4200000.0
110 Square Feet Commercial Shop For Sale At 9 No. North Pahartali Ward,,,3,vacant,110.0,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3850000.0
This 120 Sq Ft Shop Space For Sale Is Assuring You A Great Business Environment Right In 9 No. North Pahartali Ward,,,3,vacant,120.0,chattogram,"৳4,200,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4200000.0
9 No. North Pahartali Ward Is Highlighting A 110 Square Feet Standard Shop Space For Sale,,,2,vacant,110.0,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3850000.0
This Shop Space Of 115 Sq Ft Is Lucrative Enough For Your Next Business Venture In 9 No. North Pahartali Ward,,,2,vacant,115.0,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4025000.0
Modest Apartment For Property Seekers | 1426 Sq Ft Flat Is For Sale In Halishahar Housing Estate -Block H.,3.0,3.0,8,vacant,1426.0,chattogram,"৳7,130,000","26 No. North Halishahar Ward, Halishahar",7130000.0
Close To Al-Haj Yakub Ali Girls High School &amp; College A 1550 Square Feet Residential Apartment For Sale,3.0,3.0,3,vacant,1550.0,chattogram,"৳7,750,000","25 No. Rampur Ward, Double Mooring",7750000.0
9 No. North Pahartali Ward Is Offering You A 115 Sq Ft Commercial Shop Ready For Sale,,,1,vacant,115.0,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4025000.0
125 Sq Ft Shop For Sale At 9 No. North Pahartali Ward.,,,1,vacant,125.0,chattogram,"৳4,375,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4375000.0
"125 Sq Ft Commercial Shop For Sale At 9 No. North Pahartali Ward, With Efficient Commercial Amenities",,,,vacant,125.0,chattogram,"৳3,750,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3750000.0
112 Sq Ft Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,112.0,chattogram,"৳3,920,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3920000.0
"125 Sq Ft Shop For Sale In An Affordable Price, Right In 9 No. North Pahartali Ward",,,,vacant,125.0,chattogram,"৳3,750,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3750000.0
"Buy This 115 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest In Your Shop Business",,,,vacant,115.0,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4025000.0
102 Sq Ft Shop For Sale In A Booming Location Of 9 No. North Pahartali Ward,,,,vacant,102.0,chattogram,"৳3,570,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3570000.0
Delightful Commercial Shop Is Up For Sale In 9 No. North Pahartali Ward,,,,vacant,110.0,chattogram,"৳3,800,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3800000.0
1200 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,4,vacant,1200.0,chattogram,"৳5,200,000","Akbarshah Railway Colony, 9 No. North Pahartali Ward",5200000.0
See This 1200 Sq Ft Apartment For Sale Is All Set For You In 33 No. Firingee Bazaar Ward,3.0,3.0,2,vacant,1200.0,chattogram,"৳6,000,000","Yakub Nagar Road, 33 No. Firingee Bazaar Ward",6000000.0
"We Are Happy To Presents This 129 Sq Ft Fitted Shop Located In Kazirhat, Mohara For Sale",,,,vacant,129.0,chattogram,"৳3,225,000","Mohara, 4 No Chandgaon Ward",3225000.0
See This 1428 Sq Ft Apartment For Sale Is All Set For You In Sabujbag,3.0,3.0,5,vacant,1428.0,chattogram,"৳4,998,000","Sabujbag, Halishahar",4998000.0
Get Comfortable In A Nice Flat For Sale In North Pahartali Nearby Masjid E Quba,3.0,3.0,4,vacant,1400.0,chattogram,"৳7,800,000","Rose Valley Residential Area, 9 No. North Pahartali Ward",7800000.0
A 1500 Sq.Ft -3 Bedroom Residential Apartment For Sale At 24 No. North Agrabad Ward,3.0,2.0,5,vacant,1500.0,chattogram,"৳6,000,000","24 No. North Agrabad Ward, Double Mooring",6000000.0
In The Beautiful Neighborhood In Agrabad Housing Residential Area A 1135 Square Feet Flat Is Up For Sale .,3.0,3.0,3,vacant,1135.0,chattogram,"৳3,800,000","24 No. North Agrabad Ward, Double Mooring",3800000.0
3 Bedroom And 3 Bathroom Apartment For Sale In South Agrabad.,3.0,3.0,2,vacant,1300.0,chattogram,"৳7,150,000","South Agrabad, Double Mooring",7150000.0
Ready 1550 Sq Ft Flat Is Now For Sale In Double Mooring,3.0,3.0,2,vacant,1550.0,chattogram,"৳9,335,000","South Agrabad, Double Mooring",9335000.0
A 1550 Square Feet Apartment For Sale Is All Set For You In South Agrabad .,3.0,3.0,1,vacant,1550.0,chattogram,"৳9,335,000","South Agrabad, Double Mooring",9335000.0
Flat For Sale At 24 No. North Agrabad Ward Near Hamidia Jame Masjid,3.0,5.0,1,vacant,2000.0,chattogram,"৳6,000,000","24 No. North Agrabad Ward, Double Mooring",6000000.0
An Apartment Which Is Up For Sale At Chandgaon Near To Shabanghata Jame Moshzid,3.0,3.0,9,vacant,1536.0,chattogram,"৳5,683,200","Bahaddarhat, 4 No Chandgaon Ward",5683200.0
1550 SFT Apartment For Sale In Chandgaon Residential Area,3.0,3.0,9,vacant,1550.0,chattogram,"৳6,500,000","Chandgaon Residential Area, 4 No Chandgaon Ward",6500000.0
Visit This 150 Sq Ft Commercial Shop For Sale In Kazirhat,,,1,vacant,150.0,chattogram,"৳3,300,000","Mohara, 4 No Chandgaon Ward",3300000.0
Take a Look at This 146 Sq Ft shop for sale in Chandgaon,,,1,vacant,146.0,chattogram,"৳2,920,000","Mohara, 4 No Chandgaon Ward",2920000.0
Take a Look at This 118 Sq Ft shop for sale in Chandgaon,,,1,vacant,118.0,chattogram,"৳2,360,000","Mohara, 4 No Chandgaon Ward",2360000.0
This 2 Bedroom Flat In Cosmopolitan R/A With A Convenient Price Is Up For Sale,2.0,2.0,4,vacant,1120.0,chattogram,"৳6,720,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward",6720000.0
Visit This 1480 Sq Ft Flat For Sale In Pahartali,3.0,3.0,2,vacant,1480.0,chattogram,"৳6,660,000","12 No. Sarai Para Ward, Double Mooring",6660000.0
"This 1685 Sq Ft Apartment To Sale In Ghat Farhat Beg, Bakalia",3.0,3.0,2,vacant,1685.0,chattogram,"৳9,267,500","Dewan Bazar, Bakalia",9267500.0
"1500 Sq Ft Apartment To Sale In Khalifa Potty, Bakalia",3.0,3.0,1,vacant,1500.0,chattogram,"৳8,250,000","Dewan Bazar, Bakalia",8250000.0
1685 Sq Ft Apartment To Sale In Bakalia Near Majid Sawdagor Masjid,3.0,3.0,1,vacant,1685.0,chattogram,"৳9,267,500","Dewan Bazar, Bakalia",9267500.0
1250 Sq Ft Flat Is Now To Sell Which Is In Double Mooring Near To Dbbl Atm,3.0,3.0,4,vacant,1250.0,chattogram,"৳5,000,000","12 No. Sarai Para Ward, Double Mooring",5000000.0
"Lovely Apartment Of 1262 Sq Ft Is Up For Sale In Dewan Bazar, Bakalia",3.0,3.0,7,vacant,1262.0,chattogram,"৳5,679,000","Dewan Bazar, Bakalia",5679000.0
"An Amazing 1302 Sq Ft Apartment Is Up For Sale And All Set For You To Settle In Bakalia, Chattogram",3.0,3.0,7,vacant,1302.0,chattogram,"৳5,859,000","Dewan Bazar, Bakalia",5859000.0
Grab A 1302 Sq Ft Apartment For Sale At Dewan Bazar,3.0,3.0,6,vacant,1302.0,chattogram,"৳5,859,000","Dewan Bazar, Bakalia",5859000.0
1310 Sq. Ft Apartment For Sale In Mayor Goli Near Amin Jute Mills Limited,3.0,3.0,9,vacant,1310.0,chattogram,"৳5,500,000","Mayor Goli, 7 No. West Sholoshohor Ward",5500000.0
"Look Into This 1262 Sq Ft Flat For Sale, Is Located In Dewan Bazar.",3.0,3.0,4,vacant,1262.0,chattogram,"৳5,679,000","Dewan Bazar, Bakalia",5679000.0
Have A Look At This 1253 Sq Ft Property Which Is Up For Sale Located At Dewan Bazar,3.0,3.0,2,vacant,1253.0,chattogram,"৳5,638,500","Dewan Bazar, Bakalia",5638500.0
"Good-looking Flat Is Vacant For Sale In Dewan Bazar, Which Is 1253 Sq Ft",3.0,3.0,1,vacant,1253.0,chattogram,"৳5,638,500","Dewan Bazar, Bakalia",5638500.0
1186 Sq Ft Apartment To Sale In Bakalia Close To Kazem Ali School and College,3.0,3.0,4,vacant,1186.0,chattogram,"৳5,337,000","Dewan Bazar, Bakalia",5337000.0
Worthy 1650 Sq Ft Residential Apartment Is For Sale At Khulshi,3.0,3.0,4,vacant,1650.0,chattogram,"৳9,675,000","Yakub Future Park Housing, Khulshi",9675000.0
This 1572 Square Feet Residential Apartment For Sale At 16 No. Chawk Bazaar Ward,3.0,4.0,8,vacant,1572.0,chattogram,"৳8,460,000","Munshi Pukur Par, 16 No. Chawk Bazaar Ward",8460000.0
"Make This 1835 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale, In New Monsurabad",3.0,3.0,8,vacant,1835.0,chattogram,"৳9,800,000",10 No. North Kattali Ward,9800000.0
We Have A 1420 Sq.Ft Flat For Sale In Muradpur .,3.0,3.0,6,vacant,1420.0,chattogram,"৳7,100,000","1 No Railway Gate, Muradpur",7100000.0
Reasonable 1336 SQ FT flat is available for sale in 9 No. North Pahartali Ward,3.0,3.0,2,vacant,1336.0,chattogram,"৳6,680,000","West Khulshi R/A, 9 No. North Pahartali Ward",6680000.0
"Great News! In The Suitable Location Of Sholokbahar, An Eye-catching Flat Of 1000 Sq Ft Is Up For Sale",3.0,2.0,7,vacant,1000.0,chattogram,"৳5,500,000","Badurtala, Sholokbahar",5500000.0
"Tastefully Designed This Apartment Is Now Vacant For Sale In O.r Nizam Road, Panchlaish",3.0,3.0,2,vacant,1672.0,chattogram,"৳13,300,000","O. R Nizam Road, Panchlaish",13300000.0
This 1250 Sq. Ft Apartment Is Ready To Sale In A Satisfactory Placement Like West Khulshi R/a .,3.0,3.0,1,vacant,1250.0,chattogram,"৳6,500,000","West Khulshi R/A, 9 No. North Pahartali Ward",6500000.0
Look At This 1426 Sq Ft Flat For Sale At 26 No. North Halishahar Ward,3.0,3.0,7,vacant,1426.0,chattogram,"৳7,500,000","26 No. North Halishahar Ward, Halishahar",7500000.0
Buy This 1620 Sq Ft Apartment In Khulshi,3.0,4.0,1,vacant,1620.0,chattogram,"৳10,854,000","Yakub Future Park Housing, Khulshi",10854000.0
"Visit This 1646 Sq Ft Apartment For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,3,vacant,1646.0,chattogram,"৳11,028,200","Yakub Future Park Housing, Khulshi",11028200.0
"This 1620 Sq Ft Apartment Is For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,8,vacant,1620.0,chattogram,"৳10,854,000","Yakub Future Park Housing, Khulshi",10854000.0
